# Abundance and Variation Measurements for Strains Grown in YEPD and SD
# Newman et al. Nature 2006
# ORF	Name	NA	Ave. YEPD	Error	Ave. SD	Error
orf	gene	avg.yepd.abund	avg.yepd.abund.error	avg.sd.abund	avg.sd.abund.error
YNL157W	NA	152.5	22.98	165.4	24.03
YNL158W	NA	212.5	24.09	112.1	22.82
YNL161W	CBK1	NA	NA	NA	NA
YNL162W	RPL42A	2721.0	102.28	2219.5	97.94
YNL162W-A	NA	NA	NA	NA	NA
YNL163C	RIA1	216.5	24.17	174.5	25.16
YNL164C	IBD2	NA	NA	NA	NA
YNL166C	BNI5	240.0	24.64	162.5	25.10
YNL167C	SKO1	NA	NA	NA	NA
YNL168C	FMP41	70.5	21.68	105.5	23.82
YNL169C	PSD1	NA	NA	NA	NA
YNL172W	APC1	NA	NA	NA	NA
YNL173C	MDG1	154.5	22.79	176.0	24.17
YNL175C	NOP13	282.5	25.54	179.5	25.48
YNL176C	NA	NA	NA	NA	NA
YNL177C	MRPL22	72.5	21.71	126.5	24.27
YNL180C	RHO5	110.5	22.08	158.5	23.81
YNL181W	NA	117.5	22.39	73.0	22.61
YNL183C	NPR1	83.5	21.86	193.5	25.62
YNL185C	MRPL19	179.5	23.46	223.0	25.25
YNL186W	UBP10	326.0	26.52	183.5	25.32
YNL189W	SRP1	NA	NA	NA	NA
YNL190W	NA	560.0	32.48	NA	NA
YNL191W	NA	155.5	23.03	79.5	23.21
YNL194C	NA	NA	NA	NA	NA
YNL197C	WHI3	318.0	26.34	305.5	28.53
YNL198C	NA	NA	NA	NA	NA
YNL200C	NA	NA	NA	NA	NA
YNL201C	PSY2	64.5	21.59	82.5	22.96
YNL206C	RTT106	95.5	22.04	NA	NA
YNL207W	RIO2	323.5	26.46	213.0	26.36
YNL209W	SSB2	7400.5	262.56	5151.5	210.81
YNL211C	NA	NA	NA	NA	NA
YNL212W	VID27	201.0	23.63	143.9	23.58
YNL213C	NA	NA	NA	NA	NA
YNL214W	PEX17	NA	NA	NA	NA
YNL215W	IES2	77.0	30.78	109.0	23.87
YNL216W	RAP1	220.0	24.24	162.5	24.84
YNL217W	NA	NA	NA	NA	NA
YNL218W	MGS1	NA	NA	NA	NA
YNL219C	ALG9	223.0	24.05	199.0	24.77
YNL220W	ADE12	1235.0	52.94	1855.0	84.06
YNL221C	POP1	NA	NA	NA	NA
YNL223W	ATG4	NA	NA	NA	NA
YNL224C	NA	62.5	21.57	NA	NA
YNL225C	CNM67	NA	NA	NA	NA
YNL227C	JJJ1	NA	NA	NA	NA
YNL229C	URE2	254.5	24.94	158.5	25.07
YNL230C	ELA1	NA	NA	NA	NA
YNL231C	PDR16	825.5	40.11	617.0	38.68
YNL232W	CSL4	230.5	24.45	180.5	25.53
YNL233W	BNI4	NA	NA	53.0	22.51
YNL234W	NA	NA	NA	NA	NA
YNL236W	SIN4	48.5	21.38	NA	NA
YNL238W	KEX2	216.5	23.93	166.0	23.96
YNL239W	LAP3	124.5	22.50	163.0	24.76
YNL241C	ZWF1	634.0	34.51	652.5	39.29
YNL242W	ATG2	NA	NA	NA	NA
YNL243W	SLA2	543.5	32.00	447.2	31.77
YNL245C	CWC25	65.5	21.60	NA	NA
YNL246W	VPS75	97.0	22.07	95.5	23.60
YNL247W	NA	522.0	31.42	458.0	44.15
YNL248C	RPA49	451.5	29.63	NA	NA
YNL250W	RAD50	NA	NA	NA	NA
YNL251C	NRD1	534.5	31.78	485.5	33.83
YNL252C	MRPL17	NA	NA	NA	NA
YNL254C	NA	NA	NA	NA	NA
YNL255C	GIS2	2362.0	90.11	1621.3	72.94
YNL256W	FOL1	NA	NA	NA	NA
YNL257C	SIP3	NA	NA	219.5	26.18
YNL258C	DSL1	112.5	22.31	126.5	24.04
YNL259C	ATX1	89.5	21.95	80.0	22.26
YNL261W	ORC5	NA	NA	NA	NA
YNL262W	POL2	78.5	21.79	66.5	23.18
YNL264C	PDR17	50.5	21.40	NA	NA
YNL265C	IST1	145.0	22.84	121.5	24.12
YNL267W	PIK1	NA	NA	NA	NA
YNL268W	LYP1	883.0	41.47	500.0	33.20
YNL271C	BNI1	59.0	21.52	NA	NA
YNL272C	SEC2	158.0	22.85	119.5	23.53
YNL273W	TOF1	NA	NA	NA	NA
YNL274C	NA	NA	NA	102.0	23.73
YNL275W	NA	50.5	21.24	48.0	21.99
YNL277W	MET2	NA	NA	NA	NA
YNL278W	CAF120	65.0	21.60	84.5	23.12
YNL279W	PRM1	NA	NA	NA	NA
YNL280C	ERG24	775.0	38.34	516.0	34.19
YNL281W	HCH1	912.0	42.73	796.1	43.03
YNL282W	POP3	194.5	23.74	50.3	21.72
YNL283C	WSC2	165.5	23.20	133.5	23.29
YNL284C	MRPL10	250.0	24.85	214.0	26.34
YNL286W	CUS2	NA	NA	NA	NA
YNL287W	SEC21	1389.0	57.82	940.4	48.52
YNL288W	CAF40	359.5	27.30	283.0	28.34
YNL290W	RFC3	171.0	23.30	150.0	23.88
YNL292W	PUS4	NA	NA	NA	NA
YNL293W	MSB3	NA	NA	50.0	22.44
YNL297C	MON2	103.0	22.16	115.0	24.22
YNL298W	CLA4	82.0	21.84	NA	NA
YNL299W	TRF5	NA	NA	NA	NA
YNL300W	NA	1084.0	47.75	587.5	36.62
YNL301C	RPL18B	2279.0	87.32	2109.0	93.97
YNL302C	RPS19B	3231.5	119.57	2532.0	109.96
YNL304W	YPT11	NA	NA	NA	NA
YNL305C	NA	NA	NA	NA	NA
YNL306W	MRPS18	NA	NA	49.5	22.65
YNL307C	MCK1	447.0	29.46	441.5	33.02
YNL308C	KRI1	3928.5	143.35	2292.0	99.98
YNL309W	STB1	57.0	21.49	NA	NA
YNL310C	FMP28	142.5	22.80	170.9	24.08
YNL311C	NA	NA	NA	NA	NA
YNL312W	RFA2	NA	NA	NA	NA
YNL313C	NA	438.5	29.24	298.5	28.36
YNL315C	ATP11	111.5	22.29	95.0	23.56
YNL316C	PHA2	NA	NA	NA	NA
YNL317W	PFS2	54.0	21.45	64.5	22.90
YNL322C	KRE1	987.5	45.06	603.5	38.35
YNL323W	LEM3	266.0	24.93	179.5	24.32
YNL325C	FIG4	NA	NA	NA	NA
YNL326C	NA	48.5	21.38	70.0	22.07
YNL327W	EGT2	698.5	36.38	468.5	33.74
YNL328C	MDJ2	58.5	21.34	NA	NA
YNL329C	PEX6	NA	NA	85.8	22.39
YNL330C	RPD3	122.5	22.46	135.5	24.41
YNL336W	COS1	197.5	23.56	153.5	23.75
YNR001C	CIT1	356.0	27.23	1148.0	57.80
YNR004W	NA	NA	NA	NA	NA
YNR006W	VPS27	73.0	21.72	NA	NA
YNR007C	ATG3	48.5	21.38	NA	NA
YNR009W	NA	NA	NA	NA	NA
YNR010W	CSE2	NA	NA	NA	NA
YNR011C	PRP2	NA	NA	NA	NA
YNR012W	URK1	NA	NA	NA	NA
YNR013C	PHO91	214.0	23.87	96.6	22.60
YNR014W	NA	111.5	22.29	155.5	24.90
YNR015W	SMM1	123.0	22.47	71.0	23.09
YNR016C	ACC1	1573.5	64.06	1432.0	72.10
YNR017W	MAS6	270.0	25.02	172.5	24.13
YNR018W	NA	125.5	22.52	157.0	25.10
YNR019W	ARE2	82.0	21.67	NA	NA
YNR021W	NA	931.5	43.44	707.5	41.61
YNR022C	MRPL50	200.5	23.86	281.2	26.84
YNR023W	SNF12	NA	NA	57.5	22.57
YNR024W	NA	52.0	21.26	49.7	21.74
YNR026C	SEC12	156.5	22.82	75.5	22.19
YNR027W	BUD17	64.0	21.59	63.5	22.92
YNR028W	CPR8	153.0	22.78	NA	NA
YNR029C	NA	82.0	21.84	65.5	22.96
YNR030W	ECM39	156.0	22.82	119.5	23.05
YNR031C	SSK2	NA	NA	NA	NA
YNR032W	PPG1	48.5	21.38	NA	NA
YNR033W	ABZ1	69.0	21.66	54.5	22.54
YNR034W	SOL1	202.0	23.65	228.5	26.73
YNR034W-A	NA	76.5	21.76	123.8	23.22
YNR035C	ARC35	1687.5	67.74	993.0	52.61
YNR038W	DBP6	312.0	25.92	117.0	23.73
YNR039C	ZRG17	66.0	21.44	NA	NA
YNR040W	NA	NA	NA	72.5	22.47
YNR041C	COQ2	NA	NA	NA	NA
YNR043W	MVD1	833.5	40.41	417.5	32.18
YNR044W	AGA1	93.0	22.00	73.0	22.85
YNR045W	PET494	NA	NA	NA	NA
YNR046W	NA	587.5	33.29	306.8	27.44
YNR047W	NA	113.5	22.32	154.0	24.66
YNR048W	NA	80.0	21.81	176.0	25.44
YNR049C	MSO1	NA	NA	NA	NA
YNR050C	LYS9	936.5	43.49	7745.5	313.26
YNR051C	BRE5	534.5	31.76	449.5	32.76
YNR052C	POP2	264.0	25.14	212.5	26.29
YNR053C	NOG2	1096.5	48.46	901.0	48.42
YNR054C	NA	159.0	23.10	122.5	24.16
YNR055C	HOL1	97.0	21.88	89.5	22.73
YNR056C	BIO5	NA	NA	NA	NA
YNR061C	NA	NA	NA	NA	NA
YNR067C	DSE4	60.5	21.54	NA	NA
YNR075W	COS10	NA	NA	NA	NA
YOL001W	PHO80	NA	NA	NA	NA
YOL004W	SIN3	NA	NA	NA	NA
YOL005C	RPB11	664.5	35.03	403.3	30.31
YOL006C	TOP1	67.0	21.63	69.5	22.80
YOL007C	NA	275.5	25.39	NA	NA
YOL009C	MDM12	NA	NA	NA	NA
YOL010W	RCL1	333.0	26.69	201.5	26.17
YOL011W	PLB3	56.5	21.33	95.4	22.54
YOL012C	HTZ1	581.5	33.06	535.0	34.35
YOL013C	HRD1	NA	NA	NA	NA
YOL016C	CMK2	209.5	24.03	195.0	25.96
YOL017W	ESC8	NA	NA	NA	NA
YOL019W	NA	149.5	22.71	NA	NA
YOL020W	TAT2	512.5	30.85	298.0	27.33
YOL021C	DIS3	170.0	32.93	125.5	24.01
YOL022C	NA	94.0	22.03	NA	NA
YOL023W	IFM1	NA	NA	239.5	26.77
YOL027C	MDM38	295.0	25.87	359.5	30.16
YOL028C	YAP7	NA	NA	NA	NA
YOL030W	GAS5	107.0	22.22	NA	NA
YOL031C	SIL1	47.5	21.37	NA	NA
YOL032W	NA	NA	NA	NA	NA
YOL033W	MSE1	NA	NA	NA	NA
YOL034W	SMC5	NA	NA	NA	NA
YOL038W	PRE6	1009.0	45.72	548.0	36.44
YOL039W	RPP2A	103.5	21.99	64.7	22.03
YOL041C	NOP12	446.5	29.45	270.0	27.79
YOL042W	NGL1	NA	NA	NA	NA
YOL043C	NTG2	NA	NA	NA	NA
YOL044W	PEX15	NA	NA	NA	NA
YOL045W	PSK2	56.5	21.48	NA	NA
YOL047C	NA	NA	NA	NA	NA
YOL048C	NA	NA	NA	117.2	22.94
YOL049W	GSH2	NA	NA	NA	NA
YOL051W	GAL11	57.5	21.50	NA	NA
YOL052C	SPE2	623.0	33.88	437.0	32.73
YOL052C-A	DDR2	NA	NA	NA	NA
YOL054W	PSH1	NA	NA	NA	NA
YOL055C	THI20	NA	NA	NA	NA
YOL056W	GPM3	155.5	23.02	122.5	24.15
YOL057W	NA	171.5	23.33	62.5	22.66
YOL058W	ARG1	90.5	21.97	11512.0	463.12
YOL059W	GPD2	953.0	44.03	1167.0	57.94
YOL060C	MAM3	127.5	22.35	123.2	23.10
YOL061W	PRS5	496.0	30.73	289.0	28.08
YOL062C	APM4	NA	NA	NA	NA
YOL064C	MET22	289.5	25.70	435.5	32.80
YOL066C	RIB2	54.5	21.46	57.5	22.58
YOL067C	RTG1	354.5	27.18	261.9	26.29
YOL068C	HST1	NA	NA	NA	NA
YOL069W	NUF2	58.5	21.51	NA	NA
YOL070C	NA	153.5	22.99	131.5	24.09
YOL071W	EMI5	NA	NA	100.8	22.61
YOL072W	THP1	NA	NA	NA	NA
YOL076W	MDM20	504.0	30.61	370.0	30.56
YOL077C	BRX1	573.5	32.82	398.0	31.67
YOL077W-A	ATP19	145.0	22.84	240.5	25.86
YOL080C	REX4	51.5	21.42	NA	NA
YOL081W	IRA2	68.5	21.65	75.5	22.18
YOL082W	ATG19	NA	NA	NA	NA
YOL084W	PHM7	NA	NA	NA	NA
YOL087C	NA	58.5	21.51	119.5	23.86
YOL088C	MPD2	92.0	21.99	NA	NA
YOL089C	HAL9	NA	NA	NA	NA
YOL090W	MSH2	114.0	22.33	71.5	22.85
YOL092W	NA	666.5	35.08	406.0	30.18
YOL093W	TRM10	80.0	21.81	55.0	22.72
YOL094C	RFC4	141.5	22.79	64.0	33.02
YOL096C	COQ3	NA	NA	NA	NA
YOL097C	WRS1	943.5	43.73	836.0	46.32
YOL098C	NA	430.5	29.04	384.5	30.87
YOL100W	PKH2	NA	NA	NA	NA
YOL101C	IZH4	NA	NA	NA	NA
YOL102C	TPT1	NA	NA	NA	NA
YOL103W	ITR2	66.5	21.45	NA	NA
YOL105C	WSC3	52.0	21.26	56.5	21.94
YOL107W	NA	NA	NA	58.5	21.87
YOL108C	INO4	NA	NA	54.7	21.81
YOL111C	NA	429.5	29.02	433.0	32.75
YOL112W	MSB4	NA	NA	NA	NA
YOL113W	SKM1	NA	NA	NA	NA
YOL115W	TRF4	80.5	21.82	54.0	22.39
YOL116W	MSN1	NA	NA	NA	NA
YOL117W	RRI2	NA	NA	NA	NA
YOL121C	RPS19A	1728.0	69.22	1220.5	60.70
YOL123W	HRP1	NA	NA	NA	NA
YOL124C	NA	163.5	23.17	87.0	23.38
YOL125W	NA	NA	NA	NA	NA
YOL126C	MDH2	591.5	32.98	539.0	36.49
YOL129W	VPS68	132.5	22.65	176.1	24.16
YOL130W	ALR1	79.0	21.63	NA	NA
YOL134C	NA	67.0	21.63	86.7	22.41
YOL135C	MED7	NA	NA	NA	NA
YOL136C	PFK27	NA	NA	NA	NA
YOL137W	BSC6	NA	NA	NA	NA
YOL138C	NA	NA	NA	NA	NA
YOL139C	CDC33	4516.5	163.49	3427.0	144.60
YOL140W	ARG8	NA	NA	1510.5	71.05
YOL141W	PPM2	59.0	21.52	NA	NA
YOL142W	RRP40	303.5	26.03	156.0	24.96
YOL143C	RIB4	203.5	23.68	245.0	26.18
YOL144W	NOP8	3142.0	116.53	4423.5	184.04
YOL145C	CTR9	326.5	26.53	254.5	27.22
YOL147C	PEX11	75.0	21.58	120.5	23.00
YOL148C	SPT20	NA	NA	NA	NA
YOL149W	DCP1	148.5	22.90	120.5	24.16
YOL150C	NA	NA	NA	NA	NA
YOL151W	GRE2	171.0	23.30	102.0	23.71
YOL154W	ZPS1	NA	NA	NA	NA
YOL159C-A	NA	NA	NA	NA	NA
YOR001W	RRP6	98.5	22.09	60.0	22.63
YOR002W	ALG6	78.0	21.79	78.5	23.01
YOR004W	NA	140.5	22.77	143.0	24.65
YOR006C	NA	106.5	22.21	76.5	23.18
YOR007C	SGT2	488.0	30.52	395.5	31.70
YOR008C	SLG1	344.5	26.66	229.0	25.45
YOR014W	RTS1	352.5	27.14	284.0	27.92
YOR016C	ERP4	411.0	28.24	253.0	26.12
YOR017W	PET127	NA	NA	93.8	22.52
YOR018W	ROD1	83.5	21.86	59.0	22.59
YOR022C	NA	NA	NA	NA	NA
YOR023C	AHC1	NA	NA	NA	NA
YOR025W	HST3	NA	NA	NA	NA
YOR026W	BUB3	NA	NA	NA	NA
YOR027W	STI1	3996.5	145.67	2273.5	99.28
YOR028C	CIN5	NA	NA	NA	NA
YOR033C	EXO1	NA	NA	NA	NA
YOR034C	AKR2	NA	NA	NA	NA
YOR035C	SHE4	NA	NA	NA	NA
YOR037W	CYC2	NA	NA	NA	NA
YOR038C	HIR2	NA	NA	NA	NA
YOR039W	CKB2	258.0	25.02	211.0	26.30
YOR040W	GLO4	NA	NA	NA	NA
YOR042W	CUE5	297.5	25.91	285.5	27.09
YOR043W	WHI2	70.0	21.67	86.0	23.13
YOR044W	NA	63.0	21.57	131.1	23.22
YOR045W	TOM6	NA	NA	NA	NA
YOR046C	DBP5	604.5	33.68	444.5	32.67
YOR048C	RAT1	155.5	23.03	72.5	22.89
YOR051C	NA	271.5	25.33	140.0	24.56
YOR052C	NA	NA	NA	NA	NA
YOR056C	NOB1	503.0	30.92	349.0	30.10
YOR057W	SGT1	NA	NA	83.0	23.03
YOR058C	ASE1	NA	NA	NA	NA
YOR059C	NA	NA	NA	NA	NA
YOR060C	NA	NA	NA	NA	NA
YOR061W	CKA2	462.0	29.85	368.5	30.69
YOR062C	NA	NA	NA	60.5	22.86
YOR063W	RPL3	6974.5	247.90	5649.0	231.65
YOR064C	YNG1	NA	NA	NA	NA
YOR065W	CYT1	218.5	23.96	456.5	31.73
YOR069W	VPS5	84.0	21.69	73.5	22.42
YOR070C	GYP1	NA	NA	NA	NA
YOR073W	SGO1	NA	NA	NA	NA
YOR074C	CDC21	NA	NA	NA	NA
YOR075W	UFE1	62.0	21.56	76.5	22.20
YOR076C	SKI7	NA	NA	NA	NA
YOR077W	RTS2	NA	NA	95.5	23.57
YOR078W	BUD21	NA	NA	NA	NA
YOR081C	STC2	NA	NA	75.0	31.56
YOR083W	WHI5	62.5	21.56	73.5	23.09
YOR084W	NA	NA	NA	NA	NA
YOR085W	OST3	NA	NA	NA	NA
YOR086C	TCB1	438.5	29.24	509.0	34.82
YOR087W	YVC1	140.0	22.76	169.0	25.22
YOR089C	VPS21	811.0	39.30	585.0	35.87
YOR091W	NA	NA	NA	NA	NA
YOR092W	ECM3	NA	NA	NA	NA
YOR094W	ARF3	285.5	25.34	208.0	24.92
YOR095C	RKI1	239.5	24.64	116.5	23.32
YOR098C	NUP1	176.0	23.40	97.4	22.75
YOR099W	KTR1	152.0	22.75	54.5	21.83
YOR101W	RAS1	94.0	21.84	NA	NA
YOR104W	PIN2	150.0	22.93	127.5	24.26
YOR107W	RGS2	NA	NA	NA	NA
YOR108W	LEU9	498.0	30.78	757.5	42.94
YOR109W	INP53	219.5	24.23	202.0	25.83
YOR110W	TFC7	NA	NA	51.5	22.68
YOR112W	NA	161.5	23.13	130.5	24.04
YOR113W	AZF1	NA	NA	NA	NA
YOR115C	TRS33	NA	NA	55.0	21.82
YOR116C	RPO31	371.5	27.59	222.0	27.02
YOR117W	RPT5	NA	NA	NA	NA
YOR118W	NA	75.5	21.75	63.5	22.65
YOR120W	GCY1	NA	NA	70.5	23.05
YOR122C	PFY1	1677.5	67.29	1242.3	58.87
YOR123C	LEO1	216.5	24.17	176.0	24.98
YOR124C	UBP2	52.5	21.43	65.0	22.73
YOR127W	RGA1	NA	NA	NA	NA
YOR128C	ADE2	707.0	36.64	1543.0	71.51
YOR129C	NA	NA	NA	NA	NA
YOR130C	ORT1	193.5	23.49	300.5	27.31
YOR131C	NA	111.5	22.29	106.5	23.78
YOR132W	VPS17	124.0	22.29	146.5	23.63
YOR133W	EFT1	3625.5	133.05	1269.5	61.35
YOR136W	IDH2	550.5	32.20	1041.0	53.69
YOR138C	RUP1	159.5	23.10	177.0	25.17
YOR140W	SFL1	52.5	21.43	71.5	22.86
YOR141C	ARP8	NA	NA	NA	NA
YOR142W	LSC1	118.5	22.40	184.0	25.59
YOR143C	THI80	NA	NA	NA	NA
YOR144C	ELG1	NA	NA	NA	NA
YOR147W	MDM32	NA	NA	NA	NA
YOR148C	SPP2	NA	NA	NA	NA
YOR150W	MRPL23	176.5	23.40	261.9	26.26
YOR151C	RPB2	1275.5	54.28	815.0	45.22
YOR152C	NA	NA	NA	176.0	25.41
YOR153W	PDR5	3119.0	115.90	674.4	38.81
YOR154W	NA	NA	NA	NA	NA
YOR156C	NFI1	NA	NA	NA	NA
YOR157C	PUP1	1697.0	67.52	NA	NA
YOR158W	PET123	236.0	24.56	242.0	27.14
YOR160W	MTR10	120.5	22.43	52.0	22.56
YOR161C	PNS1	64.5	21.42	104.5	22.71
YOR162C	YRR1	NA	NA	NA	NA
YOR163W	DDP1	216.5	23.92	157.7	23.88
YOR164C	NA	75.0	21.74	72.0	23.07
YOR165W	SEY1	206.5	23.97	183.0	34.46
YOR167C	RPS28A	3673.0	134.82	2382.2	102.74
YOR168W	GLN4	1489.5	61.14	1088.0	72.00
YOR171C	LCB4	83.0	21.86	NA	NA
YOR172W	YRM1	NA	NA	NA	NA
YOR173W	DCS2	NA	NA	NA	NA
YOR174W	MED4	NA	NA	NA	NA
YOR175C	NA	147.0	22.67	66.0	22.04
YOR176W	HEM15	263.0	24.86	414.0	30.59
YOR179C	SYC1	98.5	22.09	70.8	22.07
YOR181W	LAS17	109.0	22.26	132.0	24.00
YOR182C	RPS30B	4577.0	165.59	2686.0	116.41
YOR184W	SER1	908.0	42.63	1975.5	88.60
YOR185C	GSP2	69.0	21.49	151.5	23.70
YOR187W	TUF1	447.0	41.66	504.5	34.96
YOR188W	MSB1	52.5	21.43	NA	NA
YOR189W	IES4	153.5	22.77	100.4	22.63
YOR191W	RIS1	NA	NA	NA	NA
YOR193W	PEX27	NA	NA	NA	NA
YOR195W	SLK19	NA	NA	NA	NA
YOR196C	LIP5	168.0	23.25	166.0	25.13
YOR197W	MCA1	184.5	23.55	126.5	24.26
YOR198C	BFR1	2259.0	86.65	1520.5	71.61
YOR199W	NA	NA	NA	74.2	22.26
YOR201C	PET56	NA	NA	NA	NA
YOR205C	FMP38	NA	NA	NA	NA
YOR206W	NOC2	392.0	28.10	223.0	26.26
YOR207C	RET1	222.5	24.29	141.5	24.22
YOR208W	PTP2	NA	NA	NA	NA
YOR209C	NPT1	567.5	32.66	433.5	32.74
YOR210W	RPB10	1093.5	48.37	720.1	41.15
YOR212W	STE4	151.0	22.73	48.5	21.74
YOR213C	SAS5	NA	NA	NA	NA
YOR214C	NA	48.0	21.37	NA	NA
YOR215C	NA	164.0	23.19	360.6	29.19
YOR216C	RUD3	313.5	26.24	385.5	30.88
YOR217W	RFC1	100.0	22.11	91.5	23.25
YOR220W	NA	44.5	21.33	76.0	23.16
YOR221C	MCT1	NA	NA	NA	NA
YOR224C	RPB8	303.0	26.01	283.6	26.96
YOR226C	ISU2	637.0	34.62	576.9	35.71
YOR227W	NA	NA	NA	NA	NA
YOR228C	NA	NA	NA	NA	NA
YOR229W	WTM2	61.5	21.55	60.5	22.85
YOR230W	WTM1	575.0	32.54	466.5	33.69
YOR231W	MKK1	NA	NA	NA	NA
YOR232W	MGE1	209.0	24.02	177.0	25.41
YOR233W	KIN4	76.5	21.76	56.0	22.56
YOR234C	RPL33B	3173.5	117.66	2447.0	106.70
YOR236W	DFR1	102.5	22.15	92.5	22.53
YOR238W	NA	NA	NA	NA	NA
YOR239W	ABP140	676.0	35.76	562.5	36.41
YOR241W	MET7	376.5	27.72	319.0	28.97
YOR243C	PUS7	95.5	22.04	NA	NA
YOR244W	ESA1	47.0	21.36	NA	NA
YOR245C	DGA1	NA	NA	NA	NA
YOR246C	NA	NA	NA	NA	NA
YOR247W	SRL1	243.0	24.74	81.5	23.26
YOR248W	NA	284.5	25.31	88.5	22.75
YOR249C	APC5	NA	NA	NA	NA
YOR251C	NA	NA	NA	NA	NA
YOR252W	NA	176.0	23.41	81.6	22.34
YOR253W	NAT5	84.0	21.87	82.3	22.30
YOR254C	SEC63	752.5	37.58	521.9	34.00
YOR258W	HNT3	NA	NA	NA	NA
YOR259C	RPT4	1037.5	46.61	590.5	37.84
YOR260W	GCD1	500.5	30.87	309.5	28.58
YOR261C	RPN8	817.5	39.87	520.5	35.34
YOR262W	NA	135.0	22.67	76.5	23.21
YOR264W	DSE3	NA	NA	NA	NA
YOR265W	RBL2	215.5	23.90	208.7	24.91
YOR266W	PNT1	NA	NA	NA	NA
YOR267C	HRK1	NA	NA	NA	NA
YOR269W	PAC1	NA	NA	NA	NA
YOR270C	VPH1	2372.5	90.48	1680.3	75.47
YOR271C	NA	57.0	21.33	49.0	21.73
YOR272W	YTM1	256.0	24.97	160.0	25.06
YOR273C	TPO4	345.5	26.73	755.6	41.59
YOR274W	MOD5	57.5	21.50	55.0	22.78
YOR275C	RIM20	NA	NA	NA	NA
YOR276W	CAF20	1388.0	57.79	1089.2	53.63
YOR279C	RFM1	NA	NA	NA	NA
YOR281C	PLP2	276.5	25.41	205.5	26.17
YOR283W	NA	912.0	42.75	760.5	43.66
YOR284W	HUA2	NA	NA	NA	NA
YOR285W	NA	827.5	40.17	810.8	43.79
YOR286W	FMP31	343.5	26.92	360.3	28.96
YOR288C	MPD1	NA	NA	NA	NA
YOR289W	NA	NA	NA	74.5	23.12
YOR290C	SNF2	58.5	21.51	NA	NA
YOR291W	NA	60.0	21.53	120.1	23.06
YOR292C	NA	NA	NA	NA	NA
YOR293W	RPS10A	426.0	28.93	231.0	26.82
YOR295W	UAF30	NA	NA	NA	NA
YOR296W	NA	NA	NA	NA	NA
YOR297C	TIM18	NA	NA	NA	NA
YOR298C-A	MBF1	5070.5	182.80	3243.9	135.70
YOR299W	BUD7	NA	NA	NA	NA
YOR302W	NA	228.5	24.16	900.8	46.89
YOR303W	CPA1	171.0	23.33	1570.0	71.77
YOR304C-A	NA	233.5	24.26	107.1	22.93
YOR304W	ISW2	46.0	21.34	51.0	22.48
YOR305W	NA	NA	NA	NA	NA
YOR307C	SLY41	117.5	22.19	51.0	21.75
YOR308C	SNU66	NA	NA	NA	NA
YOR310C	NOP58	1531.0	62.45	1261.5	61.46
YOR311C	HSD1	63.5	21.41	NA	NA
YOR312C	RPL20B	3316.5	122.48	2435.5	106.29
YOR315W	NA	NA	NA	NA	NA
YOR316C	COT1	207.0	23.99	140.5	23.44
YOR317W	FAA1	1064.5	47.46	1878.0	84.24
YOR319W	HSH49	68.0	21.64	211.5	26.29
YOR320C	GNT1	NA	NA	NA	NA
YOR321W	PMT3	NA	NA	NA	NA
YOR322C	NA	99.0	22.09	106.0	23.53
YOR323C	PRO2	333.0	26.68	247.0	27.31
YOR324C	FRT1	NA	NA	NA	NA
YOR326W	MYO2	434.0	29.15	410.5	33.15
YOR327C	SNC2	214.5	24.13	113.0	22.89
YOR329C	SCD5	NA	NA	113.7	22.90
YOR330C	MIP1	NA	NA	NA	NA
YOR332W	VMA4	2118.5	81.51	1755.5	77.80
YOR334W	MRS2	NA	NA	NA	NA
YOR335C	ALA1	3562.0	131.08	2770.0	118.85
YOR336W	KRE5	NA	NA	NA	NA
YOR337W	TEA1	NA	NA	NA	NA
YOR340C	RPA43	358.0	27.26	311.5	29.06
YOR341W	RPA190	1134.5	49.79	683.5	42.95
YOR342C	NA	88.0	21.75	60.5	22.85
YOR344C	TYE7	NA	NA	NA	NA
YOR346W	REV1	6450.5	229.92	6148.0	251.62
YOR347C	PYK2	63.0	21.57	134.0	24.05
YOR349W	CIN1	NA	NA	NA	NA
YOR350C	MNE1	NA	NA	57.5	22.60
YOR352W	NA	NA	NA	NA	NA
YOR353C	SOG2	NA	NA	NA	NA
YOR354C	MSC6	173.5	23.35	193.0	25.54
YOR355W	GDS1	NA	NA	NA	NA
YOR356W	NA	192.5	23.70	156.5	24.68
YOR357C	GRD19	NA	NA	68.0	22.04
YOR358W	HAP5	NA	NA	NA	NA
YOR359W	VTS1	195.0	23.75	130.0	24.09
YOR360C	PDE2	162.0	23.14	121.0	23.89
YOR361C	PRT1	2882.0	107.71	1903.5	85.35
YOR362C	PRE10	1218.0	52.34	849.0	46.68
YOR363C	PIP2	NA	NA	NA	NA
YOR367W	SCP1	NA	NA	95.1	22.51
YOR370C	MRS6	258.0	24.76	268.5	26.63
YOR371C	GPB1	NA	NA	50.5	22.46
YOR372C	NDD1	66.0	21.61	NA	NA
YOR373W	NUD1	NA	NA	NA	NA
YOR374W	ALD4	471.5	30.09	1441.5	68.71
YOR375C	GDH1	4405.0	159.75	9338.0	376.21
YOR377W	ATF1	48.0	21.37	NA	NA
YOR385W	NA	NA	NA	NA	NA
YOR386W	PHR1	NA	NA	NA	NA
YPL002C	SNF8	NA	NA	NA	NA
YPL004C	LSP1	NA	NA	68.5	22.98
