#An estimate of relative contributions of transcriptional and translational regulation by absolute protein expression profiling													
#Peng Lu, Christine Vogel, Rong Wang, Xin Yao, Edward M. Marcotte													
#Supplemental Dataset S1.  APEX yeast protein abundances for rich and minimal media, with comparisons to other datasets													
#													
#Other protein and mRNA datasets are from the following sources:													
#Name	Type	Reference 											
#SAGE	mRNA	Velculescu, Cell 1997											
#HDA	mRNA	Holstege, Cell 1998											
#Wang	mRNA	Wang, PNAS 2002											
#GFP-YPD	protein	Newman, Nature 2006											
#& GFP-YMD													
#Western	protein	Ghaemmaghami, Nature 2003											
#2Dgel	protein	Futcher, Mol Cell Biol 1999											
#													
#Annotation and APEX normalization terms								YPD			YMD		
#YORF	Name	NCBI gi	NCBI gi2	SGD ID	ORF status	# potential tryptic peptides with up to 2 missed cleavages, <7.5 KDa, >3 aa long	O_i (Integrated probability of peptide observations)	n_i (# observed peptides)	p_i (probability of correct protein identification)	APEX	n_i (# observed peptides)	p_i (probability of correct protein identification)	APEX
orf	name	ncbi.gi	ncbi.gi2	sgd	orf.status	num.tryptic.peptides	o.i	n.i.ypd	p.i.ypd	apex.ypd	n.i.ymd	p.i.ymd	apex.ymd
YBL092W	RPL32	6319378	NA	S000000188	ORF|Verified	75	15.91	12	1	70128	13	1	66998
YBL093C	ROX3	6319377	NA	S000000189	ORF|Verified	60	11.03	NA	NA	NA	NA	NA	NA
YBL094C	YBL094C	6319376	NA	S000000190	ORF|Dubious	21	5.89	NA	NA	NA	NA	NA	NA
YBL095W	YBL095W	6319374	NA	S000000191	ORF|Uncharacterized	90	24.21	NA	NA	NA	NA	NA	NA
YBL096C	YBL096C	6319375	NA	S000000192	ORF|Dubious	19	5.92	NA	NA	NA	1	0.3	4155
YBL097W	BRN1	6319373	NA	S000000193	ORF|Verified	227	57.01	NA	NA	NA	NA	NA	NA
YBL098W	BNA4	6319372	NA	S000000194	ORF|Verified	164	42.27	NA	NA	NA	NA	NA	NA
YBL099W	ATP1	6319370	NA	S000000195	ORF|Verified	174	52.57	6	0.99	10506	15	1	23396
YBL100C	YBL100C	6319371	NA	S000000196	ORF|Dubious	28	7.87	NA	NA	NA	NA	NA	NA
YBL101C	ECM21	6319367	NA	S000000197	ORF|Verified	314	88.42	NA	NA	NA	2	0.62	1150
YBL101W-A	YBL101W-A	6319368	NA	SGDID	ORF-Status	100	22.94	NA	NA	NA	NA	NA	NA
YBL101W-B	YBL101W-B	6319369	NA	SGDID	ORF-Status	524	138.79	NA	NA	NA	1	0.39	230
YBL102W	SFT2	6319366	NA	S000000198	ORF|Verified	48	13.49	NA	NA	NA	NA	NA	NA
YBL103C	RTG3	6319365	NA	S000000199	ORF|Verified	104	28.5	NA	NA	NA	NA	NA	NA
YBL104C	YBL104C	6319364	NA	S000000200	ORF|Uncharacterized	294	72.33	NA	NA	NA	NA	NA	NA
YBL105C	PKC1	6319363	NA	S000000201	ORF|Verified	394	106.37	4	0.81	2832	NA	NA	NA
YBL106C	SRO77	6319362	NA	S000000202	ORF|Verified	290	70.92	NA	NA	NA	NA	NA	NA
YBL107C	YBL107C	6319361	NA	S000000203	ORF|Uncharacterized	81	21	NA	NA	NA	NA	NA	NA
YBL107W-A	YBL107W-A	6319360	NA	S000007229	ORF|Dubious	11	4.33	NA	NA	NA	NA	NA	NA
YBL108C-A	YBL108C-A	13129151	NA	S000007592	ORF|Uncharacterized	9	4.34	NA	NA	NA	NA	NA	NA
YBL108W	YBL108W	6319359	NA	S000000204	ORF|Dubious	30	7.83	NA	NA	NA	NA	NA	NA
YBL109W	YBL109W	6319358	NA	S000002150	ORF|Dubious	1	0.13	NA	NA	NA	NA	NA	NA
YBL111C	YBL111C	6319357	NA	S000002151	ORF|Uncharacterized	249	55.96	NA	NA	NA	NA	NA	NA
YBL112C	YBL112C	6319356	NA	S000002152	ORF|Uncharacterized	41	10.52	NA	NA	NA	NA	NA	NA
YBL113C	YBL113C	6319355	NA	S000002153	ORF|Uncharacterized	205	53.07	NA	NA	NA	NA	NA	NA
YBR001C	NTH2	6319473	NA	S000000205	ORF|Verified	255	71.41	NA	NA	NA	NA	NA	NA
YBR002C	RER2	6319474	NA	S000000206	ORF|Verified	116	24.57	3	0.34	3860	NA	NA	NA
YBR003W	COQ1	6319475	NA	S000000207	ORF|Verified	151	44.43	NA	NA	NA	NA	NA	NA
YBR004C	YBR004C	6319476	NA	S000000208	ORF|Verified	108	25.11	NA	NA	NA	NA	NA	NA
YBR005W	YBR005W	6319477	NA	S000000209	ORF|Verified	45	10.64	NA	NA	NA	NA	NA	NA
YBR006W	UGA2	6319478	NA	S000000210	ORF|Verified	137	30.82	NA	NA	NA	NA	NA	NA
YBR007C	YBR007C	6319479	NA	S000000211	ORF|Uncharacterized	263	57.11	NA	NA	NA	NA	NA	NA
YBR008C	FLR1	6319480	NA	S000000212	ORF|Verified	88	20.21	NA	NA	NA	NA	NA	NA
YBR009C	HHF1	6319481	NA	S000000213	ORF|Verified	61	11.84	NA	NA	NA	NA	NA	NA
YBR010W	HHT1	6319482	NA	S000000214	ORF|Verified	82	8.9	NA	NA	NA	NA	NA	NA
YBR011C	IPP1	6319483	NA	S000000215	ORF|Verified	94	30.02	21	1	65041	96	1	262211
YBR012C	YBR012C	6319484	NA	S000000216	ORF|Dubious	40	7.4	NA	NA	NA	NA	NA	NA
YBR012W-A	YBR012W-A	6319485	NA	S000002154	transposable_element_gene	88	20.64	NA	NA	NA	NA	NA	NA
YBR012W-B	YBR012W-B	6319486	NA	S000002155	transposable_element_gene	514	126.68	NA	NA	NA	NA	NA	NA
YBR013C	YBR013C	6319487	NA	S000000217	ORF|Uncharacterized	22	5.93	1	0.54	8467	NA	NA	NA
YBR014C	YBR014C	6319488	NA	S000000218	ORF|Uncharacterized	58	18.01	NA	NA	NA	NA	NA	NA
YBR015C	MNN2	6319489	NA	S000000219	ORF|Verified	196	53.42	NA	NA	NA	NA	NA	NA
YBR016W	YBR016W	6319490	NA	S000000220	ORF|Uncharacterized	7	2.4	NA	NA	NA	NA	NA	NA
YBR017C	KAP104	6319491	NA	S000000221	ORF|Verified	172	40.48	1	0.2	459	NA	NA	NA
YBR018C	GAL7	6319492	NA	S000000222	ORF|Verified	103	32.05	NA	NA	NA	NA	NA	NA
YBR019C	GAL10	6319493	NA	S000000223	ORF|Verified	184	43.91	NA	NA	NA	NA	NA	NA
YBR020W	GAL1	6319494	NA	S000000224	ORF|Verified	143	37.26	NA	NA	NA	NA	NA	NA
YBR021W	FUR4	6319495	NA	S000000225	ORF|Verified	131	29.87	NA	NA	NA	NA	NA	NA
YBR022W	YBR022W	6319496	NA	S000000226	ORF|Verified	57	12.74	NA	NA	NA	NA	NA	NA
YBR023C	CHS3	6319497	NA	S000000227	ORF|Verified	320	85.19	NA	NA	NA	1	0.53	510
YBR024W	SCO2	6319498	NA	S000000228	ORF|Verified	109	26.88	NA	NA	NA	NA	NA	NA
YBR025C	YBR025C	6319499	NA	S000000229	ORF|Uncharacterized	148	32.74	NA	NA	NA	NA	NA	NA
YBR026C	MRF1	6319500	NA	S000000230	ORF|Verified	125	32.76	NA	NA	NA	NA	NA	NA
YBR027C	YBR027C	6319501	NA	S000000231	ORF|Dubious	29	5.92	NA	NA	NA	NA	NA	NA
YBR028C	YBR028C	6319502	NA	S000000232	ORF|Uncharacterized	168	37.84	NA	NA	NA	1	0.22	477
YBR029C	CDS1	6319503	NA	S000000233	ORF|Verified	112	25.64	NA	NA	NA	NA	NA	NA
YBR030W	YBR030W	6319504	NA	S000000234	ORF|Uncharacterized	147	37.83	NA	NA	NA	NA	NA	NA
YBR031W	RPL4A	6319505	NA	S000000235	ORF|Verified	141	29.1	84	1	268388	113	1	318402
YBR032W	YBR032W	6319506	NA	S000000236	ORF|Dubious	16	4.3	NA	NA	NA	NA	NA	NA
YBR033W	EDS1	6319507	NA	S000000237	ORF|Uncharacterized	272	64.79	NA	NA	NA	4	0.92	4657
YBR034C	HMT1	6319508	NA	S000000238	ORF|Verified	104	28.44	NA	NA	NA	1	0.25	721
YBR035C	PDX3	6319509	NA	S000000239	ORF|Verified	96	29.15	NA	NA	NA	NA	NA	NA
YBR036C	CSG2	6319510	NA	S000000240	ORF|Verified	79	18.03	5	0.67	17275	5	0.59	13416
YBR037C	SCO1	6319511	NA	S000000241	ORF|Verified	99	23.6	1	0.25	985	2	0.25	1737
YBR038W	CHS2	6319512	NA	S000000242	ORF|Verified	282	77.7	NA	NA	NA	NA	NA	NA
YBR039W	ATP3	6319513	NA	S000000243	ORF|Verified	116	29.5	NA	NA	NA	NA	NA	NA
YBR040W	FIG1	6319514	NA	S000000244	ORF|Verified	72	19.68	NA	NA	NA	NA	NA	NA
YBR041W	FAT1	6319515	NA	S000000245	ORF|Verified	169	49.35	NA	NA	NA	NA	NA	NA
YBR042C	YBR042C	6319516	NA	S000000246	ORF|Uncharacterized	131	32.8	NA	NA	NA	NA	NA	NA
YBR043C	AQR2	6319517	NA	S000000247	ORF|Verified	168	43.41	NA	NA	NA	1	0.35	661
YBR044C	TCM62	6319518	NA	S000000248	ORF|Verified	197	52.28	NA	NA	NA	NA	NA	NA
YBR045C	GIP1	6319519	NA	S000000249	ORF|Verified	202	43.55	NA	NA	NA	NA	NA	NA
YBR046C	ZTA1	6319520	NA	S000000250	ORF|Verified	111	33.75	1	0.34	937	NA	NA	NA
YBR047W	YBR047W	6319521	NA	S000000251	ORF|Uncharacterized	70	20.93	NA	NA	NA	NA	NA	NA
YBR048W	RPS11B	6319522	NA	S000000252	ORF|Verified	83	18.08	26	1	133706	21	0.99	94286
YBR049C	REB1	6319523	NA	S000000253	ORF|Verified	249	58.99	NA	NA	NA	NA	NA	NA
YBR050C	REG2	6319525	NA	S000000254	ORF|Verified	116	23.24	NA	NA	NA	NA	NA	NA
YBR051W	YBR051W	6319524	NA	S000000255	ORF|Dubious	35	7.73	NA	NA	NA	NA	NA	NA
YBR052C	YBR052C	6319526	NA	S000000256	ORF|Uncharacterized	57	16.36	NA	NA	NA	NA	NA	NA
YBR053C	YBR053C	6319527	NA	S000000257	ORF|Uncharacterized	96	29.25	NA	NA	NA	NA	NA	NA
YBR054W	YRO2	6319528	NA	S000000258	ORF|Verified	82	15.03	NA	NA	NA	NA	NA	NA
YBR055C	PRP6	6319529	NA	S000000259	ORF|Verified	345	91.94	6	0.69	4187	NA	NA	NA
YBR056W	YBR056W	6319530	NA	S000000260	ORF|Uncharacterized	166	46.58	NA	NA	NA	NA	NA	NA
YBR057C	MUM2	6319531	NA	S000000261	ORF|Verified	91	24.45	NA	NA	NA	NA	NA	NA
YBR058C	UBP14	6319532	NA	S000000262	ORF|Verified	202	52.81	2	0.7	2465	NA	NA	NA
YBR058C-A	TSC3	14270689	NA	S000007521	ORF|Verified	21	3.77	NA	NA	NA	NA	NA	NA
YBR059C	AKL1	6319533	NA	S000000263	ORF|Verified	317	85.55	14	1	15215	11	0.78	8224
YBR060C	ORC2	6319534	NA	S000000264	ORF|Verified	234	55.79	NA	NA	NA	NA	NA	NA
YBR061C	TRM7	6319535	NA	S000000265	ORF|Verified	104	18.5	NA	NA	NA	NA	NA	NA
YBR062C	YBR062C	6319536	NA	S000000266	ORF|Uncharacterized	28	6.27	NA	NA	NA	NA	NA	NA
YBR063C	YBR063C	6319538	NA	S000000267	ORF|Uncharacterized	141	35.68	NA	NA	NA	NA	NA	NA
YBR064W	YBR064W	6319537	NA	S000000268	ORF|Dubious	32	11.51	NA	NA	NA	NA	NA	NA
YBR065C	ECM2	6319539	NA	S000000269	ORF|Verified	155	37.71	NA	NA	NA	NA	NA	NA
YBR066C	NRG2	6319540	NA	S000000270	ORF|Verified	97	19.08	NA	NA	NA	NA	NA	NA
YBR067C	TIP1	6319541	NA	S000000271	ORF|Verified	15	4.45	NA	NA	NA	NA	NA	NA
YBR068C	BAP2	6319542	NA	S000000272	ORF|Verified	125	27.15	NA	NA	NA	3	0.81	7339
YBR069C	TAT1	6319543	NA	S000000273	ORF|Verified	135	30.58	NA	NA	NA	NA	NA	NA
YBR070C	YBR070C	6319544	NA	S000000274	ORF|Verified	78	21.13	NA	NA	NA	NA	NA	NA
YBR071W	YBR071W	6319545	NA	S000000275	ORF|Uncharacterized	74	22	NA	NA	NA	NA	NA	NA
YBR072W	HSP26	6319546	NA	S000000276	ORF|Verified	69	21.04	NA	NA	NA	21	1	81840
YBR073W	RDH54	6319547	NA	S000000277	ORF|Verified	338	88.27	NA	NA	NA	2	0.2	372
YBR074W	YBR074W	6319548	NA	S000000278	ORF|Uncharacterized	115	26.9	5	0.34	5876	NA	NA	NA
YBR075W	YBR075W	6319549	NA	SGDID	ORF-Status	106	26.77	NA	NA	NA	NA	NA	NA
YBR076W	ECM8	6319550	NA	S000000280	ORF|Verified	127	28.13	NA	NA	NA	NA	NA	NA
YBR077C	YBR077C	6319551	NA	S000000281	ORF|Verified	35	8.05	NA	NA	NA	NA	NA	NA
YBR078W	ECM33	6319552	NA	S000000282	ORF|Verified	58	13.9	NA	NA	NA	NA	NA	NA
YBR079C	RPG1	6319553	NA	S000000283	ORF|Verified	396	102.8	NA	NA	NA	NA	NA	NA
YBR080C	SEC18	6319554	NA	S000000284	ORF|Verified	244	71.09	NA	NA	NA	NA	NA	NA
YBR081C	SPT7	6319555	NA	S000000285	ORF|Verified	467	121.27	NA	NA	NA	NA	NA	NA
YBR082C	UBC4	6319556	NA	S000000286	ORF|Verified	36	4.46	1	0.52	10840	NA	NA	NA
YBR083W	TEC1	6319557	NA	S000000287	ORF|Verified	149	30.56	NA	NA	NA	NA	NA	NA
YBR084C-A	RPL19A	6319559	NA	S000002156	ORF|Verified	128	20.83	57	1	254427	60	1	236185
YBR084W	MIS1	6319558	NA	S000000288	ORF|Verified	304	83.7	NA	NA	NA	NA	NA	NA
YBR085C-A	YBR085C-A	9755326	NA	S000007522	ORF|Uncharacterized	22	8	NA	NA	NA	NA	NA	NA
YBR085W	AAC3	6319560	NA	S000000289	ORF|Verified	102	27.7	NA	NA	NA	NA	NA	NA
YBR086C	IST2	6319561	NA	S000000290	ORF|Verified	242	59.98	NA	NA	NA	NA	NA	NA
YBR087W	RFC5	6319562	NA	S000000291	ORF|Verified	119	30.35	1	0.28	858	NA	NA	NA
YBR088C	POL30	6319564	NA	S000000292	ORF|Verified	72	22.96	7	0.87	24662	4	0.93	13285
YBR089C-A	NHP6B	6319565	NA	S000002157	ORF|Verified	59	10.78	NA	NA	NA	1	0.43	3271
YBR089W	YBR089W	6319563	NA	S000000293	ORF|Dubious	47	15.15	NA	NA	NA	NA	NA	NA
YBR090C	YBR090C	6319566	NA	S000000294	ORF|Uncharacterized	54	14.34	NA	NA	NA	NA	NA	NA
YBR091C	MRS5	6319567	NA	S000000295	ORF|Verified	35	9.81	NA	NA	NA	NA	NA	NA
YBR092C	PHO3	6319568	NA	S000000296	ORF|Verified	101	21.36	NA	NA	NA	NA	NA	NA
YBR093C	PHO5	6319569	NA	S000000297	ORF|Verified	104	22.72	NA	NA	NA	NA	NA	NA
YBR094W	YBR094W	6319570	NA	S000000298	ORF|Uncharacterized	198	56.42	NA	NA	NA	NA	NA	NA
YBR095C	YBR095C	6319571	NA	S000000299	ORF|Uncharacterized	136	31.49	NA	NA	NA	1	0.32	833
YBR096W	YBR096W	6319572	NA	S000000300	ORF|Uncharacterized	78	16.04	NA	NA	NA	NA	NA	NA
YBR097W	VPS15	6319573	NA	S000000301	ORF|Verified	402	102.41	2	0.54	981	1	0.21	168
YBR098W	MMS4	6319574	NA	S000000302	ORF|Verified	163	45.15	NA	NA	NA	NA	NA	NA
YBR099C	YBR099C	6319576	NA	S000000303	ORF|Dubious	38	8.07	NA	NA	NA	NA	NA	NA
YBR100W	YBR100W	6319575	NA	SGDID	ORF-Status	41	14.28	NA	NA	NA	1	0.34	1952
YBR101C	YBR101C	6319577	NA	S000000305	ORF|Verified	88	28.62	NA	NA	NA	NA	NA	NA
YBR102C	EXO84	6319578	NA	S000000306	ORF|Verified	252	70.02	NA	NA	NA	NA	NA	NA
YBR103C-A	YBR103C-A	13129153	NA	S000007593	ORF|Dubious	25	4.41	NA	NA	NA	NA	NA	NA
YBR103W	SIF2	6319579	NA	S000000307	ORF|Verified	130	36.09	NA	NA	NA	NA	NA	NA
YBR104W	YMC2	6319580	NA	S000000308	ORF|Verified	104	29.7	NA	NA	NA	NA	NA	NA
YBR105C	VID24	6319581	NA	S000000309	ORF|Verified	92	28.49	NA	NA	NA	NA	NA	NA
YBR106W	PHO88	6319582	NA	S000000310	ORF|Verified	60	17.33	NA	NA	NA	NA	NA	NA
YBR107C	IML3	6319583	NA	S000000311	ORF|Verified	71	23.43	NA	NA	NA	NA	NA	NA
YBR108W	YBR108W	6319584	NA	S000000312	ORF|Uncharacterized	191	55.36	1	0.23	386	1	0.26	385
YBR109C	CMD1	6319585	NA	S000000313	ORF|Verified	30	11.32	NA	NA	NA	NA	NA	NA
YBR110W	ALG1	6319586	NA	S000000314	ORF|Verified	142	38.63	1	0.58	1396	NA	NA	NA
YBR111C	YSA1	6319587	NA	S000000315	ORF|Verified	81	15.02	NA	NA	NA	NA	NA	NA
YBR112C	CYC8	6319589	NA	S000000316	ORF|Verified	149	41.79	NA	NA	NA	NA	NA	NA
YBR113W	YBR113W	6319588	NA	S000000317	ORF|Dubious	54	9.69	NA	NA	NA	NA	NA	NA
YBR114W	RAD16	6319590	NA	S000000318	ORF|Verified	299	77.4	1	0.29	348	NA	NA	NA
YBR115C	LYS2	6319591	NA	S000000319	ORF|Verified	391	120.22	8	0.93	5754	20	1	13641
YBR116C	YBR116C	6319592	NA	S000000320	ORF|Dubious	52	11.05	NA	NA	NA	NA	NA	NA
YBR117C	TKL2	6319593	NA	S000000321	ORF|Verified	169	48.15	NA	NA	NA	NA	NA	NA
YBR118W	TEF2	6319594	NA	S000000322	ORF|Verified	176	39.34	500	1	1181716	374	1	779521
YBR119W	MUD1	6319595	NA	S000000323	ORF|Verified	134	27.29	NA	NA	NA	NA	NA	NA
YBR120C	CBP6	6319596	NA	S000000324	ORF|Verified	77	21.36	NA	NA	NA	NA	NA	NA
YBR121C	GRS1	6319597	NA	S000000325	ORF|Verified	251	72.04	29	1	37428	19	1	21626
YBR122C	MRPL36	6319598	NA	S000000326	ORF|Verified	83	17.35	NA	NA	NA	NA	NA	NA
YBR123C	TFC1	6319600	NA	S000000327	ORF|Verified	228	61.69	NA	NA	NA	1	0.29	385
YBR124W	YBR124W	6319599	NA	S000000328	ORF|Dubious	28	4.09	NA	NA	NA	NA	NA	NA
YBR125C	PTC4	6319601	NA	S000000329	ORF|Verified	111	32.08	NA	NA	NA	NA	NA	NA
YBR126C	TPS1	6319602	NA	S000000330	ORF|Verified	128	33.16	NA	NA	NA	6	0.99	14688
YBR127C	VMA2	6319603	NA	S000000331	ORF|Verified	159	53.39	28	1	48761	57	1	87540
YBR128C	APG14	6319604	NA	S000000332	ORF|Verified	131	31.9	NA	NA	NA	NA	NA	NA
YBR129C	OPY1	6319605	NA	S000000333	ORF|Verified	122	26.92	NA	NA	NA	NA	NA	NA
YBR130C	SHE3	6319606	NA	S000000334	ORF|Verified	145	37.87	NA	NA	NA	NA	NA	NA
YBR131W	CCZ1	6319607	NA	S000000335	ORF|Verified	177	47.47	7	0.43	5896	7	0.7	8464
YBR132C	AGP2	6319608	NA	S000000336	ORF|Verified	132	27.66	NA	NA	NA	NA	NA	NA
YBR133C	HSL7	6319610	NA	S000000337	ORF|Verified	221	61.28	NA	NA	NA	NA	NA	NA
YBR134W	YBR134W	6319609	NA	S000000338	ORF|Dubious	36	6.26	NA	NA	NA	NA	NA	NA
YBR135W	CKS1	6319611	NA	S000000339	ORF|Verified	33	10.2	1	0.33	3008	NA	NA	NA
YBR136W	MEC1	6319612	NA	S000000340	ORF|Verified	792	224.7	2	0.6	497	4	0.67	978
YBR137W	YBR137W	6319613	NA	S000000341	ORF|Uncharacterized	57	11.08	NA	NA	NA	NA	NA	NA
YBR138C	HDR1	6319614	NA	S000000342	ORF|Uncharacterized	179	41.81	NA	NA	NA	NA	NA	NA
YBR139W	YBR139W	6319615	NA	S000000343	ORF|Uncharacterized	102	24.39	NA	NA	NA	NA	NA	NA
YBR140C	IRA1	6319616	NA	S000000344	ORF|Verified	805	217.17	2	0.23	197	3	0.89	1008
YBR141C	YBR141C	6319617	NA	S000000345	ORF|Uncharacterized	139	25.99	NA	NA	NA	NA	NA	NA
YBR142W	MAK5	6319618	NA	S000000346	ORF|Verified	278	67.41	NA	NA	NA	NA	NA	NA
YBR143C	SUP45	6319619	NA	S000000347	ORF|Verified	145	43.89	NA	NA	NA	NA	NA	NA
YBR144C	YBR144C	6319620	NA	S000000348	ORF|Dubious	33	10.12	NA	NA	NA	NA	NA	NA
YBR145W	ADH5	6319621	NA	S000000349	ORF|Verified	74	21.19	3	0.26	3422	1	0.31	1200
YBR146W	MRPS9	6319622	NA	S000000350	ORF|Verified	123	28.2	NA	NA	NA	NA	NA	NA
YBR147W	YBR147W	6319623	NA	S000000351	ORF|Uncharacterized	52	10.18	NA	NA	NA	NA	NA	NA
YBR148W	YSW1	6319624	NA	S000000352	ORF|Verified	254	56.15	NA	NA	NA	NA	NA	NA
YBR149W	ARA1	6319625	NA	S000000353	ORF|Verified	108	33.91	NA	NA	NA	3	0.85	6166
YBR150C	TBS1	6319626	NA	S000000354	ORF|Verified	353	85.71	NA	NA	NA	NA	NA	NA
YBR151W	APD1	6319627	NA	S000000355	ORF|Verified	112	30.38	NA	NA	NA	4	0.98	10580
YBR152W	SPP381	6319628	NA	S000000356	ORF|Verified	129	24.17	NA	NA	NA	NA	NA	NA
YBR153W	RIB7	6319629	NA	S000000357	ORF|Verified	62	15.42	NA	NA	NA	NA	NA	NA
YBR154C	RPB5	6319630	NA	S000000358	ORF|Verified	90	19	NA	NA	NA	NA	NA	NA
YBR155W	CNS1	6319631	NA	S000000359	ORF|Verified	165	38.21	NA	NA	NA	NA	NA	NA
YBR156C	SLI15	6319632	NA	S000000360	ORF|Verified	320	81.98	1	0.25	284	NA	NA	NA
YBR157C	ICS2	6319633	NA	S000000361	ORF|Verified	38	13.92	NA	NA	NA	NA	NA	NA
YBR158W	CST13	6319634	NA	S000000362	ORF|Verified	193	55.03	3	0.6	3041	1	0.3	447
YBR159W	YBR159W	6319635	NA	S000000363	ORF|Uncharacterized	118	25.71	NA	NA	NA	NA	NA	NA
YBR160W	CDC28	6319636	NA	S000000364	ORF|Verified	105	35.53	NA	NA	NA	NA	NA	NA
YBR161W	YBR161W	6319637	NA	S000000365	ORF|Verified	130	31.1	4	0.89	10643	2	0.35	1846
YBR162C	TOS1	6319638	NA	S000000366	ORF|Uncharacterized	56	12.29	NA	NA	NA	NA	NA	NA
YBR162W-A	YSY6	6319639	NA	S000002158	ORF|Verified	33	4.57	NA	NA	NA	NA	NA	NA
YBR163W	DEM1	6319640	NA	S000000367	ORF|Verified	178	56.5	2	0.81	2666	NA	NA	NA
YBR164C	ARL1	6319641	NA	S000000368	ORF|Verified	49	15.04	NA	NA	NA	NA	NA	NA
YBR165W	UBS1	6319642	NA	S000000369	ORF|Verified	79	17.9	NA	NA	NA	NA	NA	NA
YBR166C	TYR1	6319643	NA	S000000370	ORF|Verified	122	34.67	NA	NA	NA	NA	NA	NA
YBR167C	POP7	6319644	NA	S000000371	ORF|Verified	64	14.95	NA	NA	NA	NA	NA	NA
YBR168W	YBR168W	6319645	NA	S000000372	ORF|Verified	125	29.41	NA	NA	NA	NA	NA	NA
YBR169C	SSE2	6319646	NA	S000000373	ORF|Verified	253	75.18	3	0.57	2115	NA	NA	NA
YBR170C	NPL4	6319647	NA	S000000374	ORF|Verified	162	46.7	NA	NA	NA	NA	NA	NA
YBR171W	SEC66	6319648	NA	S000000375	ORF|Verified	82	19.21	NA	NA	NA	NA	NA	NA
YBR172C	SMY2	6319649	NA	S000000376	ORF|Verified	237	52.18	3	0.86	4597	2	0.22	691
YBR173C	UMP1	6319650	NA	S000000377	ORF|Verified	43	15.99	NA	NA	NA	NA	NA	NA
YBR174C	YBR174C	6319652	NA	S000000378	ORF|Dubious	20	4.4	NA	NA	NA	NA	NA	NA
YBR175W	SWD3	6319651	NA	S000000379	ORF|Verified	54	13.39	NA	NA	NA	NA	NA	NA
YBR176W	ECM31	6319653	NA	S000000380	ORF|Verified	91	23.16	NA	NA	NA	NA	NA	NA
YBR177C	EHT1	6319655	NA	S000000381	ORF|Verified	157	45.22	3	0.7	4318	NA	NA	NA
YBR178W	YBR178W	6319654	NA	S000000382	ORF|Dubious	47	8.54	NA	NA	NA	NA	NA	NA
YBR179C	FZO1	6319656	NA	S000000383	ORF|Verified	288	74.3	NA	NA	NA	NA	NA	NA
YBR180W	DTR1	6319657	NA	S000000384	ORF|Verified	120	28.22	NA	NA	NA	NA	NA	NA
YBR181C	RPS6B	6319658	NA	S000000385	ORF|Verified	138	26.29	NA	NA	NA	NA	NA	NA
YBR182C	SMP1	6319659	NA	S000000386	ORF|Verified	100	21.45	NA	NA	NA	NA	NA	NA
YBR183W	YPC1	6319660	NA	S000000387	ORF|Verified	64	12.11	NA	NA	NA	NA	NA	NA
YBR184W	YBR184W	6319661	NA	S000000388	ORF|Uncharacterized	187	44.06	1	0.25	528	NA	NA	NA
YBR185C	MBA1	6319662	NA	S000000389	ORF|Verified	100	29.03	NA	NA	NA	NA	NA	NA
YBR186W	PCH2	9755327	NA	S000000390	ORF|Verified	176	48.3	NA	NA	NA	NA	NA	NA
YBR187W	YBR187W	6319664	NA	S000000391	ORF|Uncharacterized	61	14.12	NA	NA	NA	1	0.43	2497
YBR188C	NTC20	6319665	NA	S000000392	ORF|Verified	57	13.99	NA	NA	NA	NA	NA	NA
YBR189W	RPS9B	6319666	NA	S000000393	ORF|Verified	105	25.29	71	1	261028	NA	NA	NA
YBR190W	YBR190W	6319667	NA	S000000394	ORF|Dubious	32	7.93	NA	NA	NA	NA	NA	NA
YBR191W	RPL21A	6319668	NA	S000000395	ORF|Verified	85	20.05	15	0.99	68864	11	1	44985
YBR191W-A	YBR191W-A	13129154	NA	S000007594	ORF|Dubious	12	3.64	NA	NA	NA	NA	NA	NA
YBR192W	RIM2	6319669	NA	S000000396	ORF|Verified	133	31.27	NA	NA	NA	NA	NA	NA
YBR193C	MED8	6319670	NA	S000000397	ORF|Verified	57	15.76	NA	NA	NA	NA	NA	NA
YBR194W	YBR194W	6319671	NA	S000000398	ORF|Uncharacterized	61	18.47	NA	NA	NA	NA	NA	NA
YBR195C	MSI1	6319672	NA	S000000399	ORF|Verified	83	17.6	NA	NA	NA	NA	NA	NA
YBR196C	PGI1	6319673	NA	S000000400	ORF|Verified	137	35.07	156	1	413586	162	1	378765
YBR197C	YBR197C	6319674	NA	S000000401	ORF|Uncharacterized	85	24.6	NA	NA	NA	NA	NA	NA
YBR198C	TAF5	6319675	NA	S000000402	ORF|Verified	257	68.05	NA	NA	NA	NA	NA	NA
YBR199W	KTR4	6319676	NA	S000000403	ORF|Verified	128	35.97	NA	NA	NA	NA	NA	NA
YBR200W	BEM1	6319677	NA	S000000404	ORF|Verified	190	54.02	NA	NA	NA	NA	NA	NA
YBR201W	DER1	6319678	NA	S000000405	ORF|Verified	48	12.73	NA	NA	NA	NA	NA	NA
YBR202W	CDC47	6319679	NA	S000000406	ORF|Verified	256	75.06	15	0.99	18395	9	0.96	9438
YBR203W	YBR203W	6319680	NA	S000000407	ORF|Verified	352	83.16	NA	NA	NA	NA	NA	NA
YBR204C	YBR204C	6319681	NA	S000000408	ORF|Uncharacterized	114	30.31	NA	NA	NA	NA	NA	NA
YBR205W	KTR3	6319682	NA	S000000409	ORF|Verified	154	40.2	NA	NA	NA	NA	NA	NA
